,0
795,b'user' b'the' b'waiter' b'was' b'black' b'himself.for' b'fuck' b'sakes!stop' b'looking' b'for' b'fucking' b'under' b'every'
796,b'user' b'no' b'joking' b'matter!' b'officers' b'fired' b'for' b'joke' b'about' b'target' b'practice' b'in' b'#black' b'neighborhoods' b'via'
797,b'user' b'dear' b'user' b'please' b'give' b'us' b'a' b'multi-racial' b'&amp;' b'objective' b'list' b'to' b'prove' b'you' b'are' b'not' b'in' b'your'
798,b'user' b'user' b'hitler'
799,b'dull' b'british'
800,b'reagan' b'convinced' b'ksa' b'to' b'flood' b'the' b'market' b'and' b'drive' b'oil' b'prices' b'to' b'historic' b'lows.'
801,"b'and' b'you' b'will' b'hear' b'kurds' b'are' b'free' b'and' b'equal' b'citizens.' b'like' b""state's"" b'mouthpiece' b""'journo'"" b'user'"
802,"b'stop' b'bullying.' b'stop' b'racism.' b'everyone' b'can' b'stand' b'up' b'to' b'it' b'and' b'say' b""it's"" b'wrong' b'and' b'treat' b'everyone' b'with'"
803,b'user' b'im' b'so' b'#done' b'with' b'user' b'#delta' b'#airlines' b'and' b'their' b'#rude' b'#disrespectful' b'#comments'
804,"b'user' b'sick' b'of' b'liberals' b'thinking' b""it's"" b'ok' b'to' b'dictate' b'where' b'they' b'think' b'israeli' b'jews' b'should' b'be' b'allowed' b'to' b'live,' b'including' b'in'"
805,b'user' b'#allahsoil' b'no' b'one' b'should' b'be' b'denied' b'civil' b'rights' b'because' b'of' b'their'
806,b'#hamzayusuf' b'apologists' b'be' b'like' b'...' b'#ris' b'#jetlagged' b'doubletree' b'by' b'hilton'
807,"b'user' b'many' b'toy' b'adves' b'are' b'and' b'show' b""'narrow"" b'and' b""limiting'"" b'#genderstereotypes,' b'study' b'warns' b'via'"
808,b'user' b'#netanyahuspeech' b'stirs' b'anti-jewish' b'hate' b'&amp;' b'on' b'twitter' b'from'
809,"b'user' b'user' b'user' b'because' b'many' b'of' b'us' b'find' b""obama's"" b'policies' b'repugnant' b'does' b'not' b'make' b'us' b""you're"" b'liberal'"
810,"b'what' b'over-rode' b""journalists'"" b'integrity' b'was' b'greed' b'and' b'ambition,' b'along' b'with' b'a' b'total' b'absence' b'of'"
811,"b'crazed' b'woman' b""'launched"" b'sick' b'attack' b'on' b'muslim' b'cab' b'driver' b'over' b'\xc3\x82\xc2\xa37' b""fare'"""
812,b'the' b'latest' b'the' b'indigenous' b'and' b'remote' b'daily!' b'thanks' b'to' b'user' b'user'
813,"b'user' b'8' b'presidents,' b'same' b'policy' b'on' b'israeli' b'settlements' b'but' b'only' b'obama' b'is' b'slammed' b'as' b'a' b'treacherous' b'anti-semite.'"
814,b'we' b'need' b'more' b'aicles' b'like' b'this' b'from' b'user' b'on' b'positive' b'narratives' b'against' b'.' b'user'
815,"b'user' b'is' b'restricted' b'duty' b'like' b'a' b'straght' b'jacket' b'and' b'padded' b'room?' b'if' b'not,' b'we' b'should' b'look' b'into'"
816,"b'#sikh' b'#temple' b'vandalised' b'in' b'in' b'#calgary,' b'#wso' b'condemns'"
817,b'trump' b'ally' b'wishes' b'mad' b'cow' b'disease' b'death' b'for'
818,b'no' b'immigration' b'for' b'50' b'years?' b'white' b'nationalist' b'leader' b'unloads' b'5' b'of' b'his' b'most' b'horrifying' b'hopes' b'for'
819,b'user' b'will' b'the' b'alt-right' b'promote' b'a' b'new' b'kind' b'of' b'genetics?' b'mt'
820,b'washington' b'post' b'editorial:' b'calling' b'racism' b'by' b'its' b'name' b'-' b'salt' b'lake'
821,"b'user' b'woh' b'reading.' b'""here\'s' b'how' b'joseph' b'boyden' b'reinforced' b'systemic' b'oppression' b'of' b'first' b'nations""'"
822,"b'user' b'user' b""you're"" b'a' b'.'"
823,"b'user' b'#supermariorun' b'is' b'?' b'please' b'stop' b'this' b'""offended' b'culture""'"
824,"b'i' b'agree,' b'but' b'hard' b'to' b'believe' b'he' b'does,' b'given' b'his' b'strident' b'opposition' b'to' b'ordination' b'of'"
825,"b'user' b'user' b'you' b'forgot' b'#democrate,' b'because' b'vetting' b'people' b'from' b'terrorist' b'#countries' b'is'"
826,"b'\xc3\xa2\xc2\x80\xc2\x9cwe' b'the' b'people\xc3\xa2\xc2\x80\xc2\x9d' b'originally' b'meant' b'\xc3\xa2\xc2\x80\xc2\x9cwe' b'the' b'white,' b'landholding' b'males.\xc3\xa2\xc2\x80\xc2\x9d'"
827,"b'sadly,' b'those' b'you' b'call' b'your' b'enemies' b'are' b'the' b'majority' b'of'"
828,b'the' b'ironies' b'inherent' b'in' b'my' b'experiences' b'living' b'&amp;' b'working'
829,"b'user' b'user' b'-' b'please' b'stop' b'calling' b'yourself' b'""canada\'s' b'iconic' b'dept' b'store.""' b'nothing' b'""iconic""' b'about' b'suppoing'"
830,b'smoke' b'out' b'the' b'old' b'year' b'and' b'new' b'year' b'at' b'the' b'same' b'time!' b'marijuana' b'unleashed' b'at'
831,b'small' b'brains...just' b'close' b'eyes...vote' b'for' b'#lunatics' b'user' b'user'
832,b'user' b'can' b'everyone' b'please' b'pound' b'on' b'user' b'for' b'this' b'#misogynist' b'comment' b'on' b'#merrychristmas' b'about' b'a' b'great'
833,"b'how' b'about' b'a' b'qualifications' b'trc,' b'professor'"
834,b'sea' b'shepherd' b'suppoers' b'are'
835,b'black' b'judge' b'quietly' b'removed' b'from' b'#philandocastile' b'shooting' b'trial' b'with' b'little'
836,"b'user' b'no,' b""we're"""
837,b'president' b'jimmy' b'caer' b'leaving' b'his' b'religion' b'due'
838,b'christmas' b'eve?' b'what' b'about' b'christmas' b'adam?' b'this' b'is' b'towards' b'men' b'\xc3\xb0\xc2\x9f\xc2\x98\xc2\xa4\xc3\xb0\xc2\x9f\xc2\x98\xc2\xa4' b'down' b'with'
839,b'nothing' b'would' b'be' b'more' b'dangerous' b'than' b'to' b'give' b'#putinschoice' b'the' b'impression' b'we'
840,b'user' b'you' b'might' b'be' b'a' b'libtard'
841,"b'#waitingf' b'#wildest' b'#cutest' b'creature' b'on' b'the' b'eah,' b'#takuyakimura' b'w/' b'girls'"
842,"b'user' b'#bookreview' b'lovecraft' b'country' b'4' b'stars' b'as' b'#horror' b'appropriate,' b'also'"
843,"b'""green' b'book""' b'""sundown' b'towns"",' b'#route66' b'guide' b'a' b'reminder' b'of' b'that' b'faced' b'travellers'"
844,b'user' b'user' b'user' b'user' b'thats' b'.' b'r' b'u'
845,b'a&amp;e' b'scraps' b'controversial' b'#kkk'
846,b'user' b'10' b'hours' b'of' b'walking' b'in' b'#nyc' b'as' b'a'
847,b'user' b'racist' b'austin' b'police' b'ofc' b'cameron'
848,b'far' b'right' b'in' b'#georgia' b'showing' b'euro' b'values' b'of'
849,"b'user' b'user' b'user' b'because' b""i've"" b'been' b'paying' b'attention' b'for' b'the' b'past' b'year/8' b'years.' b""he's"" b'a'"
850,b'empress' b'regnant' b'a' b'distant' b'prospect' b'for' b'japan' b'despite' b'gender' b'equality'
851,b'ark' b'man' b'discoved' b'racist' b'graffiti' b'on' b'his' b'car' b'after' b'a' b'quick'
852,b'user' b'user' b'user' b'user' b'&lt;---' b'no' b'more' b'feeding' b'at' b'the' b'public' b'trough'
853,b'alt-right' b'and'
854,b'more' b'#marxist' b'evil' b'jew' b'#propoganda!' b'why' b'is' b'it' b'jew' b'controlled' b'media' b'has' b'never' b'and' b'never' b'will' b'cite' b'any' b'non' b'white'
855,"b'user' b'that' b""isn't"" b'what' b'you' b'said' b'when' b'you' b'tweeted' b'about' b'the' b""#nazi's"" b'over' b'#hatred,'"
856,"b'user' b'not' b'surprised' b'how' b'""news""' b'outlets' b'call' b'opposition' b'to' b'user' b'race-mix' b'ad' b'.' b'they' b'hate' b'racism,' b'though.' b'i'"
857,b'user' b'user' b'user' b'user' b'over' b'the' b'past' b'8'
858,"b'user' b""you're"" b'such' b'a' b'hatred' b'person' b'user' b'a' b'#narcissistic' b'&amp;' b'is' b'who' b'you' b'are!'"
859,b'not' b'even' b'trump\xc3\xa2\xc2\x80\xc2\x99s' b'transition' b'team' b'wants' b'to' b'deal' b'with' b'carl' b'#paladino\xc3\xa2\xc2\x80\xc2\x99s' b'comments' b'about' b'the' b'obamas' b'-' b'vanity'
860,"b'*free' b'sticker' b'-' b'""stop'"
861,b'user' b'what2inlieuof' b'#narcissim\xc3\xa2\xc2\x80\xc2\x93#misogyny\xc3\xa2\xc2\x80\xc2\x93?' b'#tolerance' b'#kindness' b'#peace' b'stop' b'w/#hate.' b'look' b'inside' b'you'
862,"b'user' b're:' b'your' b'message' b'of' b'#hate' b'-' b'god' b'loves' b'#all' b'people.' b'is' b'not' b'just' b'about' b'color' b'-' b""it's"" b'about' b'hate' b'&amp;' b'you' b'preach'"
863,"b'everything' b'wrong' b'with' b'#america' b'is' b'embodied' b'by' b'user' b':' b',' b'#misogyny' b'and' b'a' b'hostility'"
864,b'black' b'trump' b'suppoer' b'smacks' b'down' b'cnn' b'repoer' b'for' b'race'
865,b'user' b'i'
866,b'carl' b'paladino' b'needs' b'to' b'lose' b'his' b'school' b'board' b'seat.' b'what' b'a'
867,b'user' b'user' b'oh' b'just' b'fuuuuuuuuuuuuck' b'right'
868,"b'user' b'care' b'about' b'#cjreform?' b'follow' b'me:' b'i' b'cover' b'#deathpenalty,' b'#juvenilejustice,' b'#bailreform,' b'#prosecutorialmisconduct,'"
869,b'thought' b'factory:' b'left-right' b'polarisation!' b'#trump' b'#uselections2016' b'#leadership' b'#politics' b'#brexit' b'#blm'
870,b'are' b'you' b'#black' b'&amp;' b'feel' b'like' b'the' b'are' b'stomping' b'\xc3\xa2\xc2\x80\xc2\xa6' b'you?'
871,b'thought' b'factory:' b'left-right' b'polarisation!' b'#trump' b'#uselections2016' b'#leadership' b'#politics' b'#brexit' b'#blm'
872,b'why' b'are' b'white' b'people' b'#expats' b'when' b'the' b'rest' b'of' b'us'
873,b'you' b'might' b'be' b'a' b'libtard'
874,b'#newyear!' b'new' b'#prez.' b'new' b'#destruction.' b'new' b'#commercials.' b'new' b'!new' b'order!' b'new' b'tweets.' b'new' b'#poopin.' b'new' b'kids' b'on' b'the' b'block.'
875,b'user' b'stay' b'the' b'course!' b'#losers' b'never' b'win' b'dinosaurs' b'#thefuture' b'belongs' b'to' b'us' b'#nofear' b'we' b'will' b'not' b'go'
876,"b'beyond' b'#fabulous' b'#smug,' b'#elitists' b'get' b'#annihilated' b'by' b'#voter' b'id'"
877,b'islam' b'against'
878,"b'over' b'12mill' b'arrests/60mill' b'police-civilian' b'encounters' b'per' b'yr' b'in' b'us.shootings,accidents,""abuse""' b'extremely'"
879,b'trumps' b'associates' b'are' b'a' b'classy'
880,b'you' b'might' b'be' b'a' b'libtard'
881,b'how' b'is' b'it' b'that' b'a' b'man' b'comes' b'in' b'last' b'in' b'a' b'race' b'but' b'he' b'is' b'declared' b'a'
882,b'you' b'might' b'be' b'a' b'libtard'
883,"b'no,' b'jissus' b'man,' b'why' b'do' b'pple' b'wait' b'for' b'the' b'festive' b'period' b'to' b'upset' b'others.' b'rightfully,' b'we' b'all' b'should' b'be' b'outrage'"
884,"b""don't"" b'bogard' b'that' b'joint,' b'my' b'friend.' b'marijuana' b'unleashed' b'now' b'at'"
885,b'marco' b'rubio' b'has' b'no' b'consideration' b'close' b'to'
886,"b'statement,doubling' b'down' b'#paladino' b'to' b'media:my' b'comments' b'in' b'avoice' b'were'"
887,b'#intrumpsamerica' b'extending' b'your' b'hand' b'&amp;' b'uniting' b'merica' b'is' b'unprecedented!' b'#rapist' b'#egomaniac'
888,"b'libtard-' b'""i' b""can't"" b'believe' b'she' b'hate' b'muslims' b'and' b'suppo' b'trump.' b'how' b'can' b'a' b'black' b'woman' b'do' b'that?""' b'me' b'""because' b""i'm"" b'not' b'your' b'damn'"
889,b'the' b'end'
890,"b'#paladino' b'...' b'what' b'can' b'i' b'label' b'him' b'as' b'..that' b""hasn't"" b'been' b'said' b'before?' b'...' b'just' b'#shameful' b'for' b'a' b'#public' b'servant' b'to'"
891,"b'user' b'user' b'user' b'and' b'sorry' b'if' b'we' b'are' b'ethnically' b'cleansing' b'you' b'in' b'east' b'jerusalem' b'or' b'bethlehem,' b'but' b'hey.'"
892,b'user' b'user' b'user' b'nothing.' b'that' b'would' b'be'
893,"b'""rambling' b'about:' b'the' b'alt'"
894,b'the' b'latest' b'the' b'afl' b'tattler!' b'thanks' b'to' b'user' b'user'
895,"b'user' b""ain't"" b'hip,' b'trendy.' b'it' b'scalds,' b'it' b'aches,' b'it' b'is' b'chronic,' b'&amp;' b'chokes' b'like' b'smog.' b'ever' b'present' b'but' b'no' b'sees' b'it.' b'it' b'is'"
896,"b'user' b'my' b""family's"" b'horrible' b'attack' b'at' b'#thegreenpalmcottage' b'in' b'#plettenburgbay' b'#westerncape' b'thyini' b'thiza!' b'we' b'want'"
897,b'how' b'did' b'women' b'fair' b'in'
898,b'user' b'white:' b'good' b'dark:' b'bad' b'it\xc3\xa2\xc2\x80\xc2\x99s' b'a' b'twisted' b'version' b'of' b'that\xc3\x82' b'makes' b'india' b'racist' b'against' b'its' b'own'
899,"b'user' b'in' b'my' b'previous' b'job' b'every' b'#white' b""person's"" b'response' b'to' b'was' b'doing' b'the' b'#mannequinchallenge' b'&amp;' b""that's"" b'including' b'#ceo' b'&amp;'"
900,b'just' b'pre-ordered' b'this.' b'it' b'sounds' b'a' b'really' b'great'
901,b'heard' b'#ris2016' b'clip.' b'see' b'quoted' b'tweet.' b'props' b'to' b'user' b'exposing' b'those' b'views' b'out' b'of' b'user' b'&amp;'
902,"b'vs' b'#whites' b'is' b'unabated' b'in' b'#obamanation' b'because' b'how' b'can' b'there' b'be' b'such' b'a' b'thing' b'with' b'""killer' b'cops""'"
903,"b'user' b'if' b'they' b'say' b'their' b'comments' b'are' b'just' b'a' b'joke' b'or' b'smth,' b'it' b'will' b'be' b'just' b'their' b'opinion?' b'i' b""don't"" b'think' b'so.' b""it's"" b'a'"
904,b'#tory' b'pay' b'=' b'#capitalist;' b'#labour' b'pay' b'=' b'#socialist;' b'#green' b'pay' b'=' b'#environmentalist;' b'#liberal' b'pay' b'=' b'#coalitionist;' b'#ukip' b'='
905,"b'user' b'user' b""it's"" b'2016!' b'would' b'you' b'question' b'#hillary' b'like' b'that' b'considering' b'her' b'age,' b'condition' b'&amp;'"
906,b'jonjo' b'shelvey' b'=' b'the' b'only' b'man' b'ever' b'to' b'racially' b'abuse' b'someone' b'without' b'saying'
907,b'amateur' b'spanking' b'vids' b'against' b'women' b'in' b'the'
908,"b'user' b'ppl' b'wait' b'for' b'10' b'hrs' b'karachi' b'airpo,' b'miss' b'connecting' b'flights' b'user' b'put' b'them' b'on' b'flights' b'24' b'hrs'"
909,b'book' b'-' b'enduring' b'conviction:' b'fred' b'korematsu' b'&amp;' b'his' b'quest' b'for' b'#justice' b'#humanrights'
910,b'user' b'coming' b'from' b'and' b'#powerhungrytraitors.'
911,"b'stop' b'calling' b'user' b'!' b""i've"" b'met' b'him.' b'bbc' b'is' b'more' b'than' b'he.' b""he's"" b'got' b'big' b'work' b'ahead.' b'user'"
912,b'thank' b'you' b'sara' b'for' b'the' b'unforgettable' b'response' b'to' b'and' b'appalling' b'comments' b'by' b'the' b'heabroken'
913,b'2017' b'a' b'new' b'beginning!!' b'getting' b'rid' b'of' b'this' b'#nationdivider!' b'good' b'riddance'
914,b'lame' b'duck' b'and' b'lame'
915,b'irritations' b'like' b'new-#ghostbusters' b'haters' b'indisputably' b'are' b'intrusively' b'indecent'
916,"b'anybody' b'who' b'says' b'against' b'men' b""doesn't"" b'exist,' b""hasn't"" b'tried' b'to' b'buy' b'disney/looney' b'toons-themed' b'#scrubs' b'in' b""men's"""
917,"b'user' b'best' b'think' b""i've"" b'ever' b'heard' b'about' b'nicola' b'sturgeon.' b'so' b'it' b""can't"" b'be'"
918,b'you' b'might' b'be' b'a' b'libtard'
919,"b'user' b'user' b""i'm"" b'guessing' b'a' b'shiless' b'man' b""doesn't"" b'objectify' b'himself' b'by' b'being' b'shiless,' b'but' b'a' b'shiless' b'woman'"
920,b'the' b'white' b'flight' b'of' b'derek'
921,"b'user' b'1/2' b""we're"" b'told' b'over' b'&amp;' b'over' b'that' b'#voterid' b'laws' b'are' b'#stillwithher' b'#liberal' b'#democrats' b'need' b'to' b'#wakeup' b'&amp;'"
922,b'how' b'can' b'sainsburys' b'have' b'no' b'red' b'stripe??'
923,"b'al' b'capone' b'was' b'jailed' b'for' b'tax' b'evasion,' b'not' b'murders' b'he' b'committed.' b'what' b'is' b'user' b""'s"" b'achilles'"
924,"b'#psa:' b'in' b'the' b'age' b'of' b'information,' b'the' b'true' b'ethnicity' b'of' b'biblical' b'people' b'has' b'caused' b'an' b'overlap' b'of'"
925,"b'not' b'surprised' b'how' b'""news""' b'outlets' b'call' b'opposition' b'to' b'user' b'race-mix' b'ad' b'.' b'they' b'hate' b'racism,' b'though.' b'i' b'embrace' b'it.' b'ad' b'is'"
926,"b'user' b'omg,' b'what' b'is' b'up' b'with' b'the' b'use' b'of' b'the' b'word' b'""broad?""' b'and' b'if' b'people' b""don't"" b'agree' b'w/you,' b""they're"" b'""triggered??'"
927,b'what' b'if' b'michelle' b'obama' b'had' b'done'
928,"b'user' b'great' b'aicle' b'of' b'truth' b'about' b'#trc' b'needs.' b'comments' b'back' b'up' b'why' b""it's"" b'needed.' b'#indignenous' b'-' b'via'"
929,b'thought' b'factory:' b'left-right' b'polarisation!' b'#trump' b'#uselections2016' b'#leadership' b'#politics' b'#brexit' b'#blm'
930,"b'user' b'and' b'you' b'will' b'hear' b'kurds' b'are' b'free' b'and' b'equal' b'citizens.' b'like' b""state's"" b'mouthpiece' b""'journo'"" b'user'"
931,b'user' b'does' b'#hollywood' b'present' b'as' b'a'
932,b'#allahsoil' b'the' b'bear\xc3\xa2\xc2\x80\xc2\x99s' b'rapacious' b'hunger' b'for' b'oil' b'also' b'sealed' b'its' b'doom.'
933,b'a&amp;e' b'#paid' b'#kkk' b'to' b'#fabricate' b'#stories' b'to' b'push' b'the'
934,b'user' b'the' b'latest' b'the' b'blicqer\xc3\xa2\xc2\x84\xc2\xa2' b'daily!' b'thanks' b'to' b'user' b'user'
935,b'sign' b'that' b'i' b'checked' b'a' b'bag' b'at' b'iah.' b'every.' b'single.'
936,b'why' b'did' b'the' b'#unitednations' b'resolve' b'that' b'#zionism' b'is' b'a' b'form'
937,"b'trophy.' b'i' b'have' b'always' b'been' b'one.' b'by' b'user' b'""educate'"
938,"b'user' b'so' b'sick' b'of' b'all' b'the' b'pre-programmed' b'#hillbots' b'rhetoric!' b'enough,' b'already!!' b'how' b'about' b'unity,' b'patriotism' b'and' b'love' b'for'"
939,"b'jeff' b'sessions' b'omits' b'decades' b'of' b'records' b'for' b'his' b'ag' b'confirmation' b'hearing' b'user' b'you' b""can't"""
940,b'white' b'girl' b'has' b'sex' b'with' b'black' b'guy' b'nude' b'newzeeland'
941,"b""you'd"" b'think' b'#blacklivesmatter' b'would' b'b' b'protesting' b'#plannedparenthood' b'24/7' b'but' b'it' b""doesn't"" b'fit'"
942,b'porn' b'videos' b'iran' b'fucking'
943,b'so' b'much' b'#stupid' b'in' b'these' b'#black' b'on' b'#white'
944,b'black' b'girl' b'porn' b'teen' b'virgin' b'sex'
945,b'user' b'#feminismiscancer' b'#feminismisterrorism' b'#feminismmuktbharat' b'why' b'#malevote' b'is' b'ignored'
946,b'coming' b'from' b'an' b'ultra' b'#pos' b'like' b'user' b'surprise' b'surprise' b'user' b'user' b'user' b'#maga' b'#usa' b'at' b'least' b'they' b'can' b'play' b'golf'
947,"b'user' b'#sikh' b'#temple' b'vandalised' b'in' b'in' b'#calgary,' b'#wso' b'condemns'"
948,"b'omg,' b'these' b'trump' b'suppoers' b'are'"
949,b'user' b'#theresistance' b'#notmypresident' b'#russiagate' b'#votersuppression' b'#tyranny' b'the' b'1%' b'want' b'us' b'to' b'fight' b'and'
950,b'user' b'you' b'should' b'take' b'action' b'against' b'your' b'filthy' b'plantation' b'location' b'manager.' b'what' b'a' b'disgraceful'
951,b'user' b'...' b'how' b'would' b'you' b'promote' b'...' b'hitting' b'on' b'women' b'...' b'condoning' b'assault' b'...' b'&amp;' b'#terrorism' b'...' b'#wars'
952,b'white' b'girl' b'has' b'sex' b'with' b'black' b'guy' b'sexest' b'women'
953,b'user' b'user' b'user' b'user' b'because' b'trump' b'is' b'a' b'#fascist' b'&amp;' b'a' b'#bigot' b'#misogynist' b'#sexualpredator' b'all'
954,b'incredible' b'content!' b'user' b'user' b'user' b'#beforesex' b'user'
955,b'#democrats' b'are' b'the' b'1st' b'to' b'tell'
956,"b'user' b'user' b'\xc3\xb0\xc2\x9f\xc2\x98\xc2\x82' b""it's"" b'there,' b""it's"" b'user' b'\xc3\xb0\xc2\x9f\xc2\x98\xc2\x82although' b""i'm"" b'told' b'that' b'andrew' b'jackson' b'was' b'and' b'#cantankerous'"
957,"b""it's"" b'no' b'surprise' b'that' b""#trump's"" b'chosen' b'#administration' b'is' b'a' b'mere' b'basket' b'of' b'racists.' b'though,' b'#hillary' b'is' b'a' b'#liar'"
958,b'user' b'#allahsoil' b'islamophobia' b'only' b'serves' b'to' b'empower' b'the'
959,"b'#emmastone' b'is' b'speaking' b'out' b'about' b'in' b'#hollywood.' b""they'll"" b'steal' b'her' b'jokes' b'and' b'given' b'them' b'to'"
960,b'almost' b'as' b'as'
961,"b'leave' b'a' b""'gweh'"" b'below' b'\xc3\xa2\xc2\xac\xc2\x87' b'if' b'in' b'2017,' b'you' b'will' b'no' b'longer' b'debate' b'#wypipo' b'about' b'#slavery'"
962,b'user' b'todays' b'donkey' b'#zionazis' b'are' b'proud' b'of' b'murdering' b'real' b'palestinian' b'semitic' b'children' b'-' b'thats' b'what' b'i'
963,"b'user' b'so,' b'what' b'are' b'you' b'saying,' b'blacks' b'='"
964,b'is' b'#trump' b'what' b'the' b'lds' b'church' b'stands' b'for?' b'who' b'knew?' b'#adultery' b'#misogyny' b'#bigotry' b'#incest' b'#pedophilia' b'#rape'
965,b'fear' b'is' b'the' b'root' b'of' b'racism.' b'mostly' b'fear' b'of' b'your' b'ego' b'having' b'to' b'acknowledge' b'another' b'human' b'being' b'is' b'no' b'worse' b'or'
966,"b'i' b'guess' b""they'll"" b'go' b'back' b'to' b'just' b'yelling'"
967,b'#israel' b'this' b'is' b'and' b'the' b'rape' b'of' b'land' b'that' b'is' b'not' b'theirs' b'at' b'all' b'#freedom' b'for' b'#palestine'
968,b'$2.99!' b'#2016release' b'#ebook' b'#book' b'the' b'summer' b'that' b'melted' b'everything:' b'a' b'novel' b'by' b'tiffany' b'mcdaniel' b'via'
969,b'stop' b'ating' b'my' b'fathers'
970,"b'hey' b'guys,' b'apparently' b'white' b'and' b'black' b'people' b'are' b'even' b'for' b'that' b'whole' b'slavery' b'thing,' b'so' b""that's"""
971,"b'user' b'user' b""don't"" b'think' b""it's"" b'awarded' b'for' b'#bigotry' b'or' b'being' b'being' b'a' b'self'"
972,b'3' b'#miami' b'officers' b'fired' b'over' b'target' b'practice'
973,b'you' b'might' b'be' b'a' b'libtard'
974,b'user' b'#feminismiscancer' b'#feminismisterrorism' b'#feminismmuktbharat' b'why' b'#malevote' b'is' b'ignored'
975,b'user' b'back' b'to' b'open'
976,b'user' b'you' b'are' b'disgusting' b'and' b'you' b'need' b'to' b'be' b'released' b'into' b'the' b'wild' b'and' b'die' b'of' b'mad' b'cow'
977,b'porn' b'videos' b'sexy' b'latinas'
978,"b'user' b'male' b'privilege,' b'huh?' b'yeah,' b'about'"
979,b'user' b'#allahsoil' b'the' b'knee-jerk' b'reaction' b'is' b'to' b'assume' b'that' b'\xc3\xa2\xc2\x80\xc2\x9cit' b'must' b'have' b'been' b'isis.\xc3\xa2\xc2\x80\xc2\x9d'
980,b'sex' b'videos' b'fucking'
981,b'user' b'#feminismiscancer' b'#feminismisterrorism' b'#feminismmuktbharat' b'why' b'#malevote' b'is' b'ignored'
982,"b'i' b'dare' b'to' b'speak' b'for' b'the' b'rest' b'of' b'canada,' b'b/c' b'no' b'one' b'else' b'dares,' b'b/c' b'of' b'this' b'massive' b'racist' b'bullying' b'anyone' b'gets'"
